amount,date,subscription_id,user_id,service_id,billing_cycle_id,status_id,next_payment_date,auto_renew
8280.53,2020-05-24,47536,1,1,1,3,2020-06-23,False
4479.83,2019-02-23,73309,433,7,2,1,2019-03-25,True
449.67,2022-01-05,93034,591,6,2,2,2022-02-04,True
2455.94,2022-07-20,76537,73,9,2,3,2022-08-19,False
8533.52,2021-08-29,26140,834,5,1,1,2021-09-28,False
8204.62,2022-09-01,72631,20,8,2,3,2022-10-01,False
9907.84,2020-01-13,44926,786,3,2,3,2020-02-12,False
1692.42,2022-03-03,74842,38,4,1,2,2022-04-02,True
4681.42,2022-09-01,95148,822,4,1,1,2022-10-01,False
3444.11,2019-04-21,30676,855,1,2,3,2019-05-21,True
9644.47,2021-03-13,64317,567,1,2,1,2021-04-12,True
6790.02,2018-05-25,65411,106,4,1,1,2018-06-24,True
8758.93,2022-06-24,65978,980,7,2,3,2022-07-24,True
6169.81,2021-10-07,67163,867,1,2,3,2021-11-06,False
3237.27,2021-07-27,431,342,9,1,1,2021-08-26,False
1525.42,2022-11-22,84594,988,1,1,3,2022-12-22,True
1540.49,2021-10-20,37643,236,8,1,2,2021-11-19,True
3302.13,2021-02-04,9770,114,8,2,1,2021-03-06,True
463.73,2022-11-15,66817,43,3,2,2,2022-12-15,True
5497.95,2020-08-10,87733,119,4,1,1,2020-09-09,True
1658.79,2018-09-28,74393,817,6,2,2,2018-10-28,True
9158.45,2019-04-07,52846,790,1,2,1,2019-05-07,False
6456.83,2022-05-27,23679,737,9,2,1,2022-06-26,False
5163.29,2021-12-19,99678,497,4,1,1,2022-01-18,False
6326.82,2022-08-05,69974,779,9,2,1,2022-09-04,False
2505.36,2019-04-16,55800,693,7,2,1,2019-05-16,True
5153.57,2022-11-08,97100,663,6,1,2,2022-12-08,True
4222.99,2022-11-26,1569,295,4,2,3,2022-12-26,False
223.16,2022-07-08,7982,669,6,2,1,2022-08-07,True
2933.4,2019-02-07,47479,460,4,1,3,2019-03-09,False
4366.78,2020-07-20,26552,412,2,1,1,2020-08-19,False
8664.4,2019-04-10,75743,211,2,1,3,2019-05-10,True
7926.01,2019-10-18,50134,143,8,1,3,2019-11-17,False
9710.32,2022-07-11,65307,639,1,1,3,2022-08-10,True
2673.48,2022-03-06,98246,764,2,1,3,2022-04-05,False
1600.1,2020-06-11,32623,692,5,1,2,2020-07-11,False
2042.13,2021-10-29,53248,583,7,2,2,2021-11-28,True
6831.9,2021-06-03,70509,176,1,1,1,2021-07-03,False
183.38,2020-04-24,23432,647,1,2,1,2020-05-24,True
3931.16,2019-04-07,70366,234,4,1,2,2019-05-07,True
9664.64,2020-05-22,34191,140,1,1,3,2020-06-21,True
3734.53,2019-03-01,38722,51,7,1,1,2019-03-31,True
6312.03,2020-12-19,30264,707,1,1,3,2021-01-18,False
9166.34,2019-07-02,26035,566,4,2,3,2019-08-01,True
6452.76,2020-03-14,74378,404,1,1,2,2020-04-13,True
2026.84,2022-02-15,17891,937,6,2,3,2022-03-17,False
7709.5,2022-09-23,65830,525,5,1,2,2022-10-23,True
5255.62,2023-01-19,48824,805,4,1,2,2023-02-18,False
5698.27,2019-10-06,38765,648,5,2,2,2019-11-05,True
6684.17,2022-08-14,48636,131,1,2,2,2022-09-13,False
7434.54,2020-02-21,43974,944,7,2,3,2020-03-22,True
5401.87,2020-08-07,61533,105,5,2,3,2020-09-06,True
9804.39,2021-09-30,42453,675,7,2,3,2021-10-30,True
2249.28,2023-03-21,67491,53,1,2,3,2023-04-20,True
5115.5,2021-09-06,91338,337,9,1,1,2021-10-06,False
9579.99,2020-01-17,15613,474,5,1,2,2020-02-16,False
8751.42,2018-11-30,55940,423,9,2,1,2018-12-30,True
991.75,2018-07-16,84021,644,4,2,3,2018-08-15,True
4044.14,2018-10-30,45200,175,8,2,1,2018-11-29,False
1448.44,2019-07-22,10233,125,1,2,1,2019-08-21,True
2436.35,2019-09-01,22131,922,1,2,1,2019-10-01,False
2590.09,2020-04-28,17861,91,9,1,1,2020-05-28,False
8608.43,2019-09-30,91206,134,3,2,3,2019-10-30,False
3515.25,2018-12-05,62273,289,6,1,1,2019-01-04,True
4749.58,2021-01-05,61925,160,8,2,1,2021-02-04,True
8531.73,2020-02-23,51055,271,1,1,2,2020-03-24,True
2596.25,2019-01-26,80479,95,6,2,1,2019-02-25,True
2072.66,2021-01-29,86522,827,9,2,1,2021-02-28,False
6757.89,2018-08-31,58013,202,3,1,1,2018-09-30,False
6976.6,2019-12-08,2500,22,3,2,3,2020-01-07,False
6981.6,2021-07-22,2382,601,7,2,3,2021-08-21,True
3095.9,2020-07-25,64918,479,9,2,1,2020-08-24,False
509.84,2021-02-12,6066,316,7,2,3,2021-03-14,False
6421.86,2021-09-26,70974,366,2,2,1,2021-10-26,True
910.94,2019-05-28,63684,707,9,1,3,2019-06-27,True
4977.56,2021-12-29,28098,106,1,2,3,2022-01-28,True
9510.61,2018-04-19,25784,794,1,1,3,2018-05-19,True
5027.76,2020-11-26,3399,246,2,1,3,2020-12-26,True
4594.02,2020-10-07,76133,543,1,2,2,2020-11-06,False
5329.32,2023-02-25,31754,798,5,1,2,2023-03-27,True
3694.96,2019-03-15,23244,331,2,1,2,2019-04-14,True
6383.32,2019-04-03,30827,695,7,1,3,2019-05-03,False
1369.33,2021-02-20,61633,207,7,1,2,2021-03-22,False
9046.2,2020-06-16,50889,645,5,2,1,2020-07-16,False
9696.01,2022-03-22,96024,69,9,2,2,2022-04-21,False
354.21,2022-02-25,2228,820,9,2,1,2022-03-27,False
464.23,2022-06-15,2961,489,9,1,3,2022-07-15,False
7119.92,2020-11-07,47141,163,8,2,1,2020-12-07,True
5056.62,2021-04-19,40934,648,8,1,1,2021-05-19,True
6204.11,2020-04-13,49934,654,8,1,3,2020-05-13,False
9396.38,2022-12-08,97764,375,2,1,1,2023-01-07,False
3331.66,2021-05-26,11100,130,2,1,3,2021-06-25,False
5503.88,2018-08-14,69637,306,5,2,2,2018-09-13,False
3960.81,2021-07-14,19014,408,1,1,3,2021-08-13,True
8599.77,2021-04-10,84819,914,2,1,1,2021-05-10,True
5867.98,2019-06-27,52466,252,8,1,2,2019-07-27,True
2009.97,2023-03-25,17023,146,5,1,2,2023-04-24,False
440.01,2022-01-09,52614,768,6,2,1,2022-02-08,False
971.4,2021-10-13,58200,486,3,1,1,2021-11-12,False
1236.31,2022-04-07,36253,424,4,2,2,2022-05-07,True
9150.83,2019-03-09,95152,568,9,2,3,2019-04-08,True
8054.03,2020-12-17,12780,641,7,2,2,2021-01-16,True
7056.62,2019-02-11,33091,189,5,2,3,2019-03-13,True
8769.18,2021-07-29,47903,546,8,2,3,2021-08-28,True
274.02,2021-06-06,2499,246,1,2,1,2021-07-06,False
1343.94,2022-02-28,10698,925,2,2,1,2022-03-30,True
4402.83,2020-08-05,23421,575,4,1,1,2020-09-04,True
1686.85,2021-11-26,68328,528,7,2,2,2021-12-26,True
7389.48,2018-09-10,97968,461,4,2,3,2018-10-10,False
3690.18,2022-03-10,9614,465,8,2,2,2022-04-09,False
4685.98,2019-05-02,78000,750,9,1,1,2019-06-01,False
3634.35,2020-03-30,75105,623,8,2,2,2020-04-29,False
7318.32,2021-09-18,52487,595,5,1,2,2021-10-18,True
7591.49,2020-12-18,81646,550,5,1,1,2021-01-17,False
710.98,2022-07-08,75429,37,1,2,2,2022-08-07,True
1622.99,2019-08-21,58691,326,6,2,1,2019-09-20,True
9014.32,2020-09-09,45017,4,5,1,1,2020-10-09,True
9391.23,2018-06-08,86204,57,1,1,2,2018-07-08,False
12.21,2022-02-03,22896,44,6,1,3,2022-03-05,True
579.25,2019-10-23,58805,708,2,1,1,2019-11-22,False
5490.63,2022-07-05,75131,32,8,1,2,2022-08-04,True
6244.95,2019-03-12,19380,164,2,1,3,2019-04-11,True
6098.11,2019-03-13,1622,805,3,2,1,2019-04-12,False
7269.49,2018-06-11,44638,99,1,2,1,2018-07-11,True
492.33,2020-03-06,60857,423,4,2,1,2020-04-05,True
4417.45,2018-04-24,71685,48,3,1,3,2018-05-24,False
7377.01,2022-05-04,90768,939,9,2,3,2022-06-03,True
1738.04,2023-01-15,39793,458,9,2,2,2023-02-14,True
2162.89,2018-12-01,21749,412,4,2,3,2018-12-31,False
7721.54,2018-11-06,62594,665,4,1,3,2018-12-06,True
2485.63,2022-05-27,69494,892,5,1,3,2022-06-26,True
3109.29,2022-11-18,12546,392,7,2,3,2022-12-18,False
5566.74,2022-01-07,68250,773,8,1,2,2022-02-06,True
3109.73,2023-02-08,86353,716,6,2,1,2023-03-10,True
1449.05,2023-01-16,86182,820,6,2,1,2023-02-15,False
1476.32,2019-11-02,33193,794,8,2,3,2019-12-02,False
4668.18,2021-02-23,63003,633,7,2,1,2021-03-25,False
639.96,2020-10-08,56837,395,6,2,1,2020-11-07,False
4206.42,2019-07-21,19470,9,9,1,3,2019-08-20,True
659.39,2021-05-28,28481,616,3,1,3,2021-06-27,True
9608.69,2021-10-02,91846,40,4,1,3,2021-11-01,False
8080.11,2018-09-05,44848,126,4,2,3,2018-10-05,False
7439.22,2021-07-16,13510,85,6,2,3,2021-08-15,False
9898.1,2018-04-24,24804,805,1,2,3,2018-05-24,False
2570.52,2020-04-30,96140,109,1,2,1,2020-05-30,True
4176.81,2019-11-03,64961,435,6,2,1,2019-12-03,False
4991.72,2018-05-17,14511,927,9,1,1,2018-06-16,True
7421.35,2020-10-01,49444,504,9,2,3,2020-10-31,False
656.56,2019-06-25,79044,624,1,2,2,2019-07-25,False
1558.71,2019-03-09,96148,833,7,2,3,2019-04-08,True
8670.4,2021-06-26,51822,662,4,1,1,2021-07-26,True
2870.09,2020-01-09,33438,359,8,1,2,2020-02-08,False
9970.37,2018-11-04,50984,593,7,1,3,2018-12-04,True
1002.37,2020-04-12,56165,254,7,2,2,2020-05-12,False
9309.39,2019-04-24,86008,133,9,1,2,2019-05-24,True
3466.99,2023-02-26,36678,933,8,1,3,2023-03-28,False
5611.99,2021-08-19,24245,970,6,1,1,2021-09-18,True
7282.19,2023-02-21,81594,69,8,2,2,2023-03-23,True
3218.06,2019-12-23,16537,190,9,2,2,2020-01-22,True
6495.85,2019-08-20,28307,671,8,2,2,2019-09-19,True
5766.94,2018-08-01,44695,983,9,2,2,2018-08-31,True
9537.07,2022-05-22,13039,188,1,1,3,2022-06-21,True
7273.85,2018-11-09,61434,214,6,1,1,2018-12-09,True
2755.98,2020-03-15,60430,698,9,2,3,2020-04-14,True
5417.97,2022-01-30,78129,499,5,1,2,2022-03-01,True
1033.12,2021-02-19,74702,430,4,2,2,2021-03-21,True
6735.29,2022-09-27,94831,260,3,2,3,2022-10-27,False
876.77,2020-07-16,60514,171,5,2,2,2020-08-15,True
3652.45,2020-10-31,29092,44,9,2,1,2020-11-30,False
7407.33,2022-08-28,19012,45,6,1,3,2022-09-27,True
7736.76,2020-06-08,23987,141,1,1,1,2020-07-08,True
9728.56,2021-08-09,14758,91,9,2,1,2021-09-08,False
6708.29,2020-01-16,28914,470,5,1,2,2020-02-15,True
8871.74,2021-12-14,63994,734,7,1,1,2022-01-13,False
175.26,2022-10-17,4357,138,3,1,1,2022-11-16,True
6413.96,2022-09-10,64829,674,6,1,3,2022-10-10,False
6229.24,2022-12-26,28117,751,3,2,3,2023-01-25,True
8977.57,2022-04-20,71590,213,1,2,3,2022-05-20,False
157.21,2018-08-03,49381,66,7,2,2,2018-09-02,True
4557.06,2022-08-18,48675,544,3,1,2,2022-09-17,False
6296.08,2022-03-20,86896,964,7,2,1,2022-04-19,False
9731.95,2018-05-12,81374,280,9,2,1,2018-06-11,False
3567.62,2018-06-14,76082,822,1,1,3,2018-07-14,True
3445.24,2021-03-27,79313,21,6,1,1,2021-04-26,True
2915.67,2018-08-05,93026,419,7,1,2,2018-09-04,False
5961.37,2023-02-12,80282,642,8,1,3,2023-03-14,True
4390.37,2022-10-07,49277,463,2,2,2,2022-11-06,True
9298.31,2023-01-18,92528,843,9,2,2,2023-02-17,False
3235.26,2021-07-06,74793,419,6,2,1,2021-08-05,False
9960.81,2019-10-20,39372,641,9,1,1,2019-11-19,False
8753.01,2020-11-09,72994,129,3,2,3,2020-12-09,True
3642.03,2020-09-20,8365,213,7,2,1,2020-10-20,False
8907.86,2019-03-30,46072,97,2,2,2,2019-04-29,True
5182.52,2022-05-07,36222,310,7,2,2,2022-06-06,False
7005.09,2020-10-20,43216,351,2,2,2,2020-11-19,True
1336.14,2021-11-30,91516,210,7,1,3,2021-12-30,False
2675.33,2020-10-09,30720,543,2,1,1,2020-11-08,False
2127.83,2019-04-05,86257,574,1,2,2,2019-05-05,True
566.05,2018-11-28,8874,803,4,1,1,2018-12-28,False
9130.3,2018-08-03,33402,875,5,1,1,2018-09-02,False
3493.19,2018-08-10,71978,419,9,1,1,2018-09-09,False
9913.72,2020-06-26,9800,407,2,1,2,2020-07-26,True
5440.96,2019-07-10,53532,955,6,2,1,2019-08-09,False
532.6,2019-02-17,29939,885,4,1,1,2019-03-19,False
6209.59,2018-04-12,20508,780,3,2,1,2018-05-12,False
4352.13,2019-05-09,20107,150,3,2,1,2019-06-08,True
4822.29,2020-07-10,13703,419,4,2,3,2020-08-09,False
848.39,2020-07-17,46055,647,1,2,1,2020-08-16,False
4526.42,2018-07-08,51534,3,2,2,3,2018-08-07,False
1827.81,2018-08-10,58199,274,6,1,1,2018-09-09,True
1398.11,2020-06-03,62268,90,4,1,3,2020-07-03,False
6774.39,2018-05-13,39172,691,2,2,1,2018-06-12,False
8872.78,2018-06-26,1220,716,7,2,2,2018-07-26,True
3278.72,2018-11-06,14491,251,7,1,1,2018-12-06,True
2468.96,2021-03-09,27749,19,4,2,3,2021-04-08,True
3312.5,2020-11-15,10056,143,2,1,3,2020-12-15,False
1578.23,2022-01-01,24939,355,8,2,1,2022-01-31,False
9638.0,2022-12-27,27978,983,1,1,1,2023-01-26,True
9438.33,2020-05-28,29694,690,6,1,1,2020-06-27,True
1424.26,2018-06-15,81178,637,4,1,1,2018-07-15,True
4978.73,2019-05-27,75385,410,1,1,3,2019-06-26,False
9542.78,2020-02-16,81208,898,4,2,2,2020-03-17,True
1283.27,2019-05-23,59261,430,3,1,3,2019-06-22,True
9309.31,2018-10-10,36053,855,1,2,3,2018-11-09,True
9037.7,2019-10-31,2123,620,7,1,3,2019-11-30,True
6911.66,2019-10-16,21703,268,8,2,3,2019-11-15,False
4718.17,2019-09-20,35338,968,4,2,2,2019-10-20,False
713.48,2019-10-02,62742,769,2,1,3,2019-11-01,True
7106.85,2018-06-30,69116,452,1,1,2,2018-07-30,True
9586.07,2020-03-21,18886,455,5,2,1,2020-04-20,True
1912.18,2022-02-01,67999,462,6,1,2,2022-03-03,True
1750.81,2021-05-21,26309,59,7,1,3,2021-06-20,True
3673.83,2020-04-05,82684,469,8,1,3,2020-05-05,True
8809.81,2018-10-14,63988,354,5,2,3,2018-11-13,False
7083.65,2020-01-12,57167,346,7,1,2,2020-02-11,False
4731.93,2022-08-01,13343,940,4,2,3,2022-08-31,True
3758.82,2019-04-01,62274,465,4,2,3,2019-05-01,True
8893.92,2021-08-21,99788,259,3,2,3,2021-09-20,True
3314.75,2019-09-07,941,620,3,1,2,2019-10-07,True
6824.85,2018-08-29,46400,411,8,1,1,2018-09-28,False
1158.78,2020-06-03,82571,238,3,1,1,2020-07-03,False
415.49,2022-01-31,96724,100,2,2,3,2022-03-02,True
4316.02,2023-03-14,90182,845,6,2,3,2023-04-13,True
5450.59,2022-09-19,56970,602,1,1,2,2022-10-19,True
3131.14,2018-11-25,26277,196,5,1,2,2018-12-25,True
3968.98,2021-07-31,82222,868,8,1,1,2021-08-30,True
1486.18,2021-04-29,36865,466,4,1,3,2021-05-29,True
1767.56,2021-10-01,22962,330,5,1,1,2021-10-31,True
5170.26,2020-08-06,78082,923,7,1,1,2020-09-05,False
2792.48,2019-07-26,54501,449,7,1,3,2019-08-25,True
5266.43,2023-01-12,68974,131,7,2,2,2023-02-11,False
3535.02,2019-05-17,13597,76,9,1,1,2019-06-16,False
2802.58,2018-06-23,32494,966,4,2,3,2018-07-23,True
4115.7,2018-12-11,81510,773,1,2,1,2019-01-10,False
1948.36,2022-12-03,8314,132,9,1,1,2023-01-02,False
388.38,2023-02-06,3808,756,5,2,3,2023-03-08,False
510.74,2021-11-30,21822,210,6,1,2,2021-12-30,True
6990.87,2020-07-31,50031,777,5,1,2,2020-08-30,False
4292.61,2021-07-17,89876,749,2,1,2,2021-08-16,True
3660.84,2022-05-18,51795,566,9,2,1,2022-06-17,True
4362.01,2022-04-18,88933,549,7,2,2,2022-05-18,False
8399.49,2020-09-15,64457,492,1,1,3,2020-10-15,False
6590.7,2019-03-06,71447,451,3,1,2,2019-04-05,True
8644.45,2018-05-09,77317,442,4,2,3,2018-06-08,False
6292.07,2021-05-18,61400,578,7,1,2,2021-06-17,True
3495.51,2019-07-31,28610,290,6,2,2,2019-08-30,False
7719.93,2018-10-24,86295,672,5,1,3,2018-11-23,True
5518.76,2021-11-29,45015,174,6,2,2,2021-12-29,False
6022.26,2022-10-10,16571,494,9,1,2,2022-11-09,True
8665.55,2019-06-04,67885,487,5,2,1,2019-07-04,False
7662.3,2021-08-08,1444,490,4,2,2,2021-09-07,True
2600.89,2022-01-24,76444,764,9,1,1,2022-02-23,False
543.79,2022-09-21,87083,687,6,2,1,2022-10-21,False
4830.7,2023-02-03,17663,414,4,2,2,2023-03-05,False
3065.39,2019-07-29,51327,861,3,1,2,2019-08-28,False
7049.9,2019-03-03,15656,906,1,1,1,2019-04-02,True
3713.16,2020-04-03,6556,545,5,2,2,2020-05-03,False
8857.15,2021-03-05,55521,311,2,2,1,2021-04-04,True
3964.86,2019-06-07,16548,733,7,2,2,2019-07-07,True
2566.65,2018-06-30,47875,132,6,2,3,2018-07-30,False
2303.79,2020-06-27,37801,244,9,1,3,2020-07-27,True
9712.81,2022-05-03,72287,919,3,1,3,2022-06-02,False
5258.7,2019-12-06,88386,136,2,1,2,2020-01-05,True
5807.54,2022-03-02,7439,17,9,2,2,2022-04-01,False
9628.48,2022-10-27,80024,447,6,1,1,2022-11-26,True
8050.57,2020-09-25,22590,832,2,2,1,2020-10-25,False
7427.71,2022-09-07,51823,522,6,1,2,2022-10-07,False
497.92,2023-02-27,43513,885,1,1,3,2023-03-29,False
8942.9,2022-03-29,36809,261,1,1,2,2022-04-28,True
9574.84,2022-03-31,84032,612,8,2,1,2022-04-30,False
4298.86,2019-02-03,24829,684,1,1,2,2019-03-05,False
3425.64,2019-02-24,84331,248,9,2,1,2019-03-26,True
1388.57,2021-02-20,91485,930,4,2,3,2021-03-22,True
5868.17,2019-12-15,87388,369,6,1,2,2020-01-14,True
2019.25,2020-02-11,93484,796,4,2,1,2020-03-12,True
1539.8,2018-08-16,1580,431,5,1,3,2018-09-15,False
5539.47,2019-02-03,54866,150,5,2,1,2019-03-05,False
4888.86,2018-07-12,54750,570,7,1,3,2018-08-11,True
7078.06,2020-09-18,4664,35,7,1,2,2020-10-18,False
280.26,2020-02-07,77589,606,8,1,2,2020-03-08,False
7881.17,2022-10-20,76269,109,1,2,2,2022-11-19,True
4268.61,2018-05-04,28456,436,6,1,1,2018-06-03,True
1234.35,2019-11-02,57929,497,8,1,3,2019-12-02,False
6894.25,2020-06-10,5366,109,6,1,2,2020-07-10,True
8833.93,2021-02-09,26244,622,9,2,1,2021-03-11,True
2173.21,2022-01-06,2059,183,5,1,2,2022-02-05,True
4418.84,2022-05-06,24992,819,9,2,3,2022-06-05,False
8973.09,2018-06-06,68393,394,7,2,2,2018-07-06,True
1242.99,2022-09-07,47553,284,5,1,2,2022-10-07,False
3984.68,2021-11-28,78627,926,9,1,2,2021-12-28,False
1779.27,2019-03-08,69938,510,2,1,1,2019-04-07,False
6187.49,2021-01-06,38615,80,4,1,2,2021-02-05,True
4492.5,2019-10-29,71870,785,2,1,1,2019-11-28,True
5322.88,2018-04-19,67796,74,7,1,3,2018-05-19,True
5035.52,2022-02-03,88550,850,5,2,3,2022-03-05,True
1073.47,2021-08-25,47486,995,3,2,1,2021-09-24,True
5323.6,2018-08-26,32566,710,6,1,3,2018-09-25,True
8745.46,2022-04-01,44944,419,7,1,2,2022-05-01,True
748.22,2020-02-16,35040,580,2,2,2,2020-03-17,False
5851.45,2022-04-23,80753,598,3,1,2,2022-05-23,True
3278.17,2019-11-30,55497,509,4,1,1,2019-12-30,False
2202.35,2018-07-30,78771,247,2,2,1,2018-08-29,True
7033.9,2021-11-10,70083,750,2,2,2,2021-12-10,False
2191.92,2020-06-11,92504,718,6,1,1,2020-07-11,False
3111.36,2021-12-28,64434,544,9,2,2,2022-01-27,True
1509.96,2021-01-28,73394,393,3,2,2,2021-02-27,True
6033.41,2023-02-12,32150,395,6,2,1,2023-03-14,True
762.03,2020-01-07,36654,550,9,1,1,2020-02-06,False
4004.13,2020-01-28,21666,882,4,2,3,2020-02-27,False
6070.69,2023-03-07,93073,681,5,1,1,2023-04-06,False
1636.79,2022-04-08,62691,307,1,1,2,2022-05-08,True
1075.16,2022-07-04,17418,621,6,2,3,2022-08-03,False
8889.27,2020-11-13,64336,586,5,2,1,2020-12-13,False
6886.14,2022-11-05,52892,496,5,1,1,2022-12-05,False
4579.35,2022-09-15,50826,119,3,2,2,2022-10-15,True
4758.43,2019-05-24,3510,530,4,2,2,2019-06-23,False
3867.58,2019-07-17,88652,889,8,1,2,2019-08-16,False
1906.23,2019-05-18,91279,285,8,1,3,2019-06-17,False
4400.35,2019-10-11,53677,545,2,2,1,2019-11-10,False
9850.23,2022-12-01,94900,689,3,2,1,2022-12-31,False
9098.0,2019-09-22,12830,849,9,1,2,2019-10-22,True
9093.61,2019-09-27,58301,38,6,2,1,2019-10-27,False
3389.28,2019-02-06,56445,947,2,1,3,2019-03-08,False
5188.62,2019-10-06,4796,560,1,1,2,2019-11-05,False
6461.35,2019-06-13,46521,20,3,1,1,2019-07-13,False
1211.95,2021-10-19,32091,316,4,1,1,2021-11-18,True
8564.69,2022-09-15,73572,202,1,1,2,2022-10-15,False
1956.3,2022-08-18,62146,812,2,2,1,2022-09-17,True
4596.74,2020-08-16,65879,885,3,1,3,2020-09-15,False
3586.44,2020-07-07,30631,416,1,2,1,2020-08-06,False
7393.82,2019-10-01,31142,767,5,2,2,2019-10-31,True
658.17,2023-03-01,17320,221,8,1,3,2023-03-31,False
3813.48,2021-09-28,82041,600,3,1,1,2021-10-28,True
1607.6,2020-11-11,99723,919,3,2,2,2020-12-11,True
387.46,2018-08-19,98046,344,8,1,3,2018-09-18,True
2142.26,2019-03-24,21480,979,8,2,3,2019-04-23,True
7566.74,2018-06-18,5882,655,2,1,2,2018-07-18,True
1192.98,2018-08-16,11235,723,2,1,1,2018-09-15,False
1966.15,2022-07-18,86150,650,9,2,1,2022-08-17,True
8029.23,2020-08-16,82129,480,8,2,2,2020-09-15,True
4925.17,2018-12-16,17004,550,7,1,1,2019-01-15,False
6579.72,2019-01-14,502,390,8,2,1,2019-02-13,False
7568.09,2019-10-24,77321,942,3,1,3,2019-11-23,True
8830.02,2020-11-11,5138,593,5,2,2,2020-12-11,False
6638.75,2018-10-11,26252,918,4,2,3,2018-11-10,True
5678.68,2018-07-18,31533,473,9,1,1,2018-08-17,False
5620.33,2018-04-22,72629,948,4,2,1,2018-05-22,False
282.57,2020-06-20,68758,839,3,2,1,2020-07-20,False
1119.19,2018-12-01,20719,729,1,2,3,2018-12-31,True
9038.06,2019-10-25,79052,662,6,2,2,2019-11-24,True
4288.22,2021-01-08,45323,460,9,2,3,2021-02-07,True
3861.35,2019-10-21,16138,24,1,1,1,2019-11-20,False
1133.49,2020-11-12,97253,418,8,1,2,2020-12-12,False
66.31,2019-05-06,25067,518,9,2,1,2019-06-05,True
5508.8,2021-01-14,98889,940,7,2,1,2021-02-13,True
202.82,2018-06-02,70020,124,4,2,2,2018-07-02,True
6865.55,2018-07-23,85740,545,1,1,2,2018-08-22,True
9589.81,2020-08-22,96795,233,9,2,2,2020-09-21,True
6262.95,2018-06-04,63656,189,7,2,3,2018-07-04,False
2762.57,2022-04-13,75637,848,2,2,2,2022-05-13,False
6455.14,2020-07-21,33316,551,1,2,3,2020-08-20,True
724.78,2023-02-27,2648,751,4,2,1,2023-03-29,True
2680.82,2022-02-18,92892,290,7,1,1,2022-03-20,False
1963.17,2018-10-14,27363,273,4,2,3,2018-11-13,False
5310.29,2020-09-25,2039,128,5,2,2,2020-10-25,False
5439.43,2021-11-27,21055,30,5,2,2,2021-12-27,False
3254.39,2018-03-27,98256,869,4,1,1,2018-04-26,False
4550.32,2020-03-16,73874,777,3,1,1,2020-04-15,False
7996.53,2020-10-28,87257,247,1,2,2,2020-11-27,False
4225.47,2019-05-18,12440,139,5,2,3,2019-06-17,True
716.85,2022-12-02,36449,916,2,2,3,2023-01-01,False
6347.55,2020-05-31,83218,476,9,1,2,2020-06-30,True
2742.9,2020-05-30,22869,943,2,2,1,2020-06-29,False
5902.54,2022-02-18,2529,704,1,2,2,2022-03-20,False
33.31,2021-02-11,43386,984,3,1,1,2021-03-13,False
4506.42,2020-01-09,46196,41,9,1,1,2020-02-08,True
7143.66,2022-05-10,28970,389,8,1,1,2022-06-09,False
6197.22,2020-05-03,59680,645,5,1,1,2020-06-02,True
9768.76,2022-12-21,45329,215,2,2,3,2023-01-20,True
8069.37,2019-09-08,31130,882,9,2,1,2019-10-08,True
1818.67,2021-02-21,84968,590,3,2,1,2021-03-23,True
7524.79,2018-11-28,27823,993,6,1,1,2018-12-28,False
8922.57,2018-05-03,10040,298,9,2,1,2018-06-02,True
3384.31,2022-01-18,44575,148,7,2,3,2022-02-17,False
9249.18,2020-04-12,73767,390,5,1,2,2020-05-12,True
979.21,2022-01-17,54142,215,9,2,1,2022-02-16,False
8610.2,2021-03-16,80036,599,3,2,3,2021-04-15,True
6431.77,2021-09-24,64470,552,9,2,1,2021-10-24,True
7021.97,2022-08-16,97770,907,4,1,3,2022-09-15,False
5145.3,2018-10-09,49817,123,5,2,3,2018-11-08,False
7900.54,2020-06-08,38031,353,8,2,1,2020-07-08,False
7365.5,2018-09-16,49385,38,1,2,3,2018-10-16,False
9097.26,2023-02-27,61592,782,4,1,3,2023-03-29,False
997.15,2023-02-03,36040,276,7,2,1,2023-03-05,True
2010.1,2019-04-07,67679,316,5,1,2,2019-05-07,True
2400.19,2020-02-06,90724,365,6,2,1,2020-03-07,True
2032.66,2019-06-08,74193,844,4,1,1,2019-07-08,True
5833.92,2021-07-27,20323,280,4,1,1,2021-08-26,True
5431.34,2022-08-03,45165,531,8,1,1,2022-09-02,True
5259.5,2020-02-08,24849,959,8,1,3,2020-03-09,False
3657.6,2019-11-23,25770,289,5,1,1,2019-12-23,False
2592.53,2023-02-23,34255,220,8,2,1,2023-03-25,False
715.23,2018-12-16,76529,541,3,2,2,2019-01-15,False
3455.51,2019-08-21,22163,49,6,1,3,2019-09-20,False
9861.95,2019-01-17,12999,321,6,2,1,2019-02-16,False
5355.13,2020-11-04,11730,742,9,2,1,2020-12-04,True
5850.08,2019-08-01,14055,195,1,2,3,2019-08-31,True
8909.64,2022-08-08,87769,455,1,1,2,2022-09-07,False
2331.86,2018-10-16,79341,7,6,1,1,2018-11-15,False
7838.38,2022-05-16,44914,359,9,2,3,2022-06-15,True
3462.5,2019-03-31,83919,234,9,1,2,2019-04-30,True
3237.79,2020-07-06,41024,234,6,1,3,2020-08-05,True
4735.41,2019-04-26,84071,414,1,2,2,2019-05-26,False
33.27,2020-04-19,73296,97,7,2,2,2020-05-19,False
6254.01,2022-12-01,19313,965,2,1,3,2022-12-31,True
9416.01,2020-04-22,67660,342,9,2,2,2020-05-22,True
3120.05,2019-12-06,68598,757,7,2,2,2020-01-05,False
